majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목
303,스페인어학과,"새로운 언어와 문화를 습득하는 것, 특히 스페인 어 및 스페인ㆍ중남미 문화에 높은 관심과 흥미, 호기심이 있다면 이 학과를 추천합니다. 언어 감각이 뛰어나고, 고등학교 때 스페인 어를 공부한 경험이 있거나 스페인 어와 비슷한 프랑스어, 아니면 같은 서양어 계열인 영어에 두각을 나타낸 경험이 있다면 이 학과를 전공하는 데에 큰 어려움이 없을 것입니다.","스페인 어 전문가는 국내에서 여타 외국어에 비해 그 수가 부족한 편입니다. 한편, 외교, 경제, 통상, 문화 등 우리 사회의 많은 부분에서 스페인어 관련 전문 인력의 수요가 높아질 것으로 예상되므로, 학과의 전망은 밝은 편입니다. 스페인 어가 쓰이는 지역적 특성 덕분에, 졸업 후 유럽뿐 아니라 중남미의 지역 전문가가 될 수도 있습니다.","제2외국어, 사회, 예술, 국어","외국어교과 : 스페인어, 영어 회화, 영어, 독일어, 프랑스어<br>사회교과 : 사회문화, 세계사, 세계지리, 생활과 윤리, 윤리와 사상<br>교양ㆍ국어교과 : 철학, 심리학, 문학, 독서, 언어와 매체, 종교학","실용 국어, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
306,스포츠건강관리학과,기본적으로 스포츠를 좋아하고 체육학과 관련 있는 여러 교과목에 대한 관심이 있다면 충분하다고 생각됩니다. 스포츠건강과학은 광범위하게 적용 가능한 학문이므로 졸업 후 다양한 분야로 진출하여 전문가로 활약할 수 있습니다.,"엘리트 운동선수 경력이 있거나 현재 선수로 활동하고 있는 사람이나 스포츠나 건강 분야에서 진로를 찾는 사람들에게 스포츠건강관리학과를 권할만 합니다. 지역의 체육관련 단체, 스포츠 동호회에서 활동하며 평생 스포츠와 함께 하고 싶은 사람들이 도전할만 한 전공입니다.","체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구"
304,스포츠마케팅학과,일단 각종 스포츠를 즐길 수 있어야 합니다. 이를 통해 스포츠에 대한 정확한 이해능력을 갖추도록 해야 합니다. 아울러 다양한 문제해결 능력과 글로컬 감각이 필요합니다. 개방적인 성향 합리성 및 도덕성이 요구됩니다.,"단순한 볼거리를 제공하고 기업을 홍보하는 수단으로만 인식되었던 스포츠는 새로운 비즈니스 영역을 확보하고 독자적인 산업으로 인식되어 스포츠 자체가 거대한 시장을 형성하고 있을 뿐만 아니라 발전가능성이 매우 높은 산업으로서 지속적인 성장을 하고 있습니다. 이에 따라 기업들의 관심이 스포츠에 집중되어 기업이 스포츠 단체나 선수를 마케팅 수단으로 활용하고 있으며, 스포츠에 대한 관심은 기업성장의 촉진도구로서 스포츠가 가지는 중요성을 인식하게 하여 체계적인 관리를 통한 기업 이미지 제고 및 마케팅 활성화의 필요성을 부각시키고 있습니다. 최근 스포츠관련 산업은 점점 전문화되고 있는 고급 인력과 스포츠를 부가가치가 높은 산업으로 인지하기 시작한 기업, 그리고 더 높은 행복을 추구하고자 하는 국민들의 요구로 인하여 그 미래가 매우 밝다고 할 수 있습니다.","수학, 사회, 기술ㆍ가정, 생활ㆍ교양, 스포츠","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반"
307,스포츠지도학과,스포츠 자체를 즐기는 사람들에게 유리합니다. 적어도 한가지 운동에 대해서는 선수 못지 않은 실력을 갖추고 있어야 합니다. 여러 사람들과 잘 어우릴 수 있어야 합니다. 상대방의 이야기를 잘 이해하고 자신의 이야기를 잘 전달할 수 있어야 합니다.,"여가 생활에 대한 관심이 높아지면서 스포츠를 즐기려는 사람들이 다양해 지고 있습니다. 유소년, 장애인, 성인, 노인 등은 단순히 스포츠를 관람하는 것을 넘어서서  스포츠를 즐기는 주인공이 되고 있습니다. 다양한 대상의 프츠 지도사의 수요는 앞으로도 늘어날 것으로 전망됩니다.","체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구"
309,시각디자인학과,"다양한 분야의 예술과 사상을 접하여 안목을 넓히는 것이 좋습니다. 상상력과 감성이 풍부한 사람, 무언가를 만들어 내는 일을 즐기는 사람과 어울립니다. 특히 창의적인 관심도가 중요한 학과입니다. 또한 사물에서 느끼는 이미지를 시각적으로 표현할 수 있는 능력이 요구되며 현대 산업사회가 다양하고 광범위하게 때문에 이에 부응하기 위한 예술적 기량이 필요합니다.","시각적 표현과 함축적 메시지의 전달을 목적으로 한모든 디자인을 총칭하는 것인 만큼 다양한 영역에서 활동할 수 있습니다. 즉, 시각디자인은 그 범위가 넓어서 다양한 세부 전공을 포함하고 있습니다.  정보화 혁명에 따라 기존의 인쇄 매체 중심의 그래픽 디자인에서 영상, 멀티미디어 등으로 사회에서 요구되는 시각 디자이너의 활동 범위도 폭 넓게 변화하고 있습니다.","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평"
310,시스템경영공학과,"회사가 어떤 방식으로 일을 하고 운영하는지에 대해 관심이 많고, 어떤 일을 해도 효율적인 방법을 찾는 것을 좋아하고, 공학과 경영 분야에 관심이 많은 사람에게 유리합니다. 시스템경영공학은 기업의 복잡하고 다양한 문제를 IT와 컴퓨터 공학기술을 이용해 체계적으로 접근하고 해결 할 수 있는 창의력 및 논리적인 사고 능력이 필요합니다.","시스템경영공학과는 점점 고도화되고 복잡해지는 산업과 생산 환경에 대해 보다 효율적인 시스템 개발과 운영을 위해 최적의 관리 도구나 방법을 개발 합니다. 이를 위해 다양한 최신 공학기술, 수리적 도구와 컴퓨터 응용 기술을 활용합니다. 스마트 팩토리 개발 및 운용 빅데이터를 활용한 경영시스템 개발 등 산업의 전 분야에 걸쳐 활용되고 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구, 창의 경영, 지식 재산 일반"
311,시스템공학과,"복잡한 문제를 풀거나 해결 방법을 찾는 것을 좋아하고 공학과 제조, 생산, 공정 분야에 관심이 많은 사람에게 유리합니다. 시스템공학 분야는 여러 복잡하고 다양한 문제를 IT와 컴퓨터, 시스템 공학기술을 이용해 체계적으로 접근하고 해결 하는데 이때 창의력 및 논리적인 사고 능력이 필요됩니다.","오늘 주문한 상품이 하루도 안돼서 도착하거나, 저녁에 주문한 상품이 새벽에 도착 할 수 있는 것은 물류 서비스, 인공지능, 빅데이터, IT, 네트워크 기술, 이커머스, 모바일 기술, 자동화 기반 마련 등 시스템 공학적 분석과 접근이 있었기에 가능한 일입니다. 실제로 시스템 공학기술은 우리 생활에 가까운 곳에서 널리 사용되고 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구, 창의 경영, 지식 재산 일반"
21016,식량자원학과,"자연과 생명을 중시하는 소양을 갖추고 성실한 자세로 꾸준히 노력하며 지식을 습득하려는 자세가 필요합니다. 생명과학과 관련된 분야이기 때문에 기본적으로 생물, 자연 과목에 소양이 있으면 도움이 됩니다.  ","과거의 식량생산업은 영세한 1차 산업으로 여겨졌으나 이제는 고도의 생명과학 및 정보과학기술이 투입되는 첨단종합산업, 건강산업으로 발전해가는 추세를 보입니다. 고품질의 먹을거리를 안정적으로 생산ㆍ공급ㆍ이용하기 위해 유전학 및 생리생화학 지식을 활용한 연구와 실험을 진행합니다.  ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 농업 생명과학, 공학 일반, 가정과학"
450,식물자원학과,"자연과 환경을 사랑하는 마음과 관심이 필요합니다. 나무를 비롯한 산림 자원과 풀, 꽃, 채소 등 다양한 식물의 생리를 이해해야 하기 때문에 화학이나 물리, 생물 등 기초과학에 소질이 있으면 도움이 됩니다. 다양한 식물을 관찰하고 자료를 조사하는 능력과 연구를 꼼꼼하게 진행하고 결과를 정확하게 정리하는 능력, 효율성을 도모할 수 있는 아이디어를 지닌 응용력이 필요합니다. ","자연을 보호하면서도 자원을 효율적으로 이용하는 것에 대한 관심이 높아지고 있고, 안전한 먹을거리를 얻는 일이 중요해지고 있어 이를 연구하는 식물자원학은 지속적으로 주목받고 있습니다. ","과학, 교양, 영어","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 물리Ⅰ<br>교양교과 : 환경, 보건학, 논술, 생활과 창의성, 진로와 직업<br>영어ㆍ생활교과 : 영어Ⅰ, 영어Ⅱ, 기술가정, 정보","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 공학일반, 창의경영, 해양문화 기술"
314,식품공학과,"식품공학은 화학과 생화학, 생물학(특히 미생물학) 등 자연과학을 바탕으로 한 공학분야로서 무엇보다도 사물현상에 대한 관찰과 실험을 근간으로 하고 있습니다. 평소 과학적이고 합리적인 사고를 하며 자신이 설정한 목표를 향해 꾸준히 매진하는 성격이라면 도움이 됩니다. 또한 먹을거리를 다루는 학문인 만큼 국민건강을 위해 반드시 위생적이고 안전한 식품을 공급한다는 윤리의식을 갖추어야 합니다.","먹을거리에 대한 관심은 예나 지금이나 항상 사람들의 주요 관심사이며, 인류의 생활에 필수적인 부분입니다. 때문에 식품을 연구하고 활용하는 식품공학과는 계속적으로 발전해 가고, 수요가 지속될 것입니다. 식품공학과는 식품을 효율적이고 과학적으로 생산하는 방법을 배우는 데 중점이 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ,Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 사회문화<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 수학과제탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과학, 융합과학, 공학 일반, 사회문제탐구, 가정과학"
318,식품영양학과,"평소에 식품이나 음식을 만들거나 다양한 식품의 성분과 영양소를 파악하는 것에 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 특히, 수학, 물리, 화학 등 기초 과학에 대한 능력이 있다면 학과 공부에 도움이 됩니다.  실험ㆍ실습을 수행하는 능력과 끈기가 있다면 도움이 됩니다. ","식품의 다양화 및 외식 산업의 성장 등에 힘입어 식품산업 분야가 주목받고 있습니다. 웰빙, 건강, 유기농, 간편식 등 맞춤형 식품 영양에 대한 수요가 늘어나고 있으며, 최근에는 푸드스타일리스트, 식공간연출가 등 다양한 전문 분야로도 진출 가능합니다. ","과학, 생활ㆍ교양, 사회","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ<br>생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용 경제<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법","생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
21017,식품자원경제학과,"식품, 농업에 대한 경제학을 공부한다는 측면에서 해당 산업군에 대한 기본적인 흥미가 있어야 하겠습니다. 수학 과목을 좋아하고 소질이 있으면 전공 공부에 도움이 될 수 있습니다. 경제에서의 수요와 공급에 대한 원리를 이해하고 응용할 수 있는 논리적 사고와 추론 능력이 필요합니다.   ","식품자원경제학과는 농업 산업에서부터 식품산업과 자원, 그리고 경제학의 범주를 포함하는 특징을 지닙니다. 농산물의 실수요와 공급을 예측하는데 중점이 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 농업 생명과학, 공학 일반, 가정과학"
322,신문방송학과,"신문방송학을 전공하기 위해서는 다양한 사회 현상에 대한 안목을 기르는 것이 중요합니다. 신문이나 방송을 통해 사회의 흐름을 살피는 데 관심이 많은 학생에게 적합합니다. 또, 기자 등 언론인이 되기 위해서는 글짓기 작법 능력을 갖추는 것이 필요하며, 방송 및 영상학 공부를 위해서는 창의력과 예술적 감수성을 갖추는 것이 중요합니다. ","최근 트위터, 페이스북 등 SNS의 등장은 대중의 활발한 소통에 기여했지만, 사생활 침해와 같은 사회 문제 또한 증가하였습니다. 신문방송학은 커뮤니케이션 관련 문제와 그 해결 방안을 연구합니다. 또, 정보 기술의 발달로 급변하는 각종 매체에 대한 실습을 제공하여 학생들이 언론, 방송계로 진출하는 데 필요한 지식과 기술을 습득하도록 합니다. 졸업 후 학생들은 기존 언론사의 취재기자, 편집기자, 방송 전문 분야 등은 물론 멀티미디어 정보서비스 산업계 등으로 진출 분야가 점점 확대되고 있습니다.","국어, 사회, 생활ㆍ교양","국어교과 : 화법과 작문, 독서, 언어와 매체, 문학<br>사회교과 : 세계사, 사회ㆍ문화, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 논술","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구"
324,신소재공학과,"새로운 소재를 발견하고 재료에 대한 분석을 하기 위해서는 화학, 물리, 수학과 같은 기초 과학 과목에 흥미를 가지고 좋아해야 합니다. 신소재를 개발은 새로운 기술을 빠르게 받아들이는 능력과 실생활에서 사용하고 있는 다양한 소재에 대한 원리를 잘 이해하고 응용할 수 있는 논리적인 사고와 응용능력이 있으면 좋습니다.","나노기술의 발전, 빅데이터 분석을 통한 실험 연구의 가속화, 항공 및 우주 산업, 바이오 산업 등 관련 산업이  발전하면서 신소재공학과의 중요성도 갈수록 커지고 있습니다. 신소재 공학은 재료 공학의 한 분야이지만 세부적으로 세라믹, 화학공학, 첨단소재, 나노재료 등 폭넓은 지식과 경험을 필요로 하는 학과입니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 생명과학, 공학 일반"
326,신학과,"기독교적 세계관을 바탕으로 한 교육과정을 수강하게 되므로 이에 관심과 흥미가 있는 학생이 유리합니다. 또한 사람을 대하는 전공이므로 인간에 대한 이해와 심리, 상담에 관심을 갖는 것도 도움이 됩니다. 기독교학과는 신학뿐만 아니라 리더십 역량과 도전정신이 있다면 유리합니다. ",기독교 복음을 자신의 삶에서 체험하고 하나님 중심의 경건 훈련을 할 수 있도록 합니다. 성경적 세계관에 기초한 인문학적 교양 교육을 폭 넓게 실시하며 신학의 근본적 토대가 되는 성경을 가르치고 깊이 연구할 수 있도록 합니다.,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 고전과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학, 종교학","영어권 문화, 영미 문학 읽기, 사회문제 탐구"
10024,실내디자인학과,"정해진 공간을 아름다고 새롭게 디자인하기 위해서는 남과 다른 아이디어를 가지고 있어야 합니다. 실내디자인 자체를 좋아하고 새로운 공간을 만드는데 흥미를 가져야 합니다. 기본적인 디자인 능력을 보유해야 하고, 실내디자인의 흐름이 계속 바꾸고 있어서 실내건축과 디자인 분야의 변화 흐름을 읽을 수 있어야 합니다.","실내 디자인의 영어식 표현은 인테리어 디자인인데요, 주로 영어식 표현으로 많이 불립니다. 실내 디자인은 공간 디자인, 환경 디자인, 리빙 디자인이라고도 불립니다. 사회 경제적인 발전에 따른 문화 및 생활 수준의 향상은 실내 공간의 디자인에 대한 일반인의 관심과 이해의 증가로 이어지고 있습니다. 앞으로 실내 디자인에 대한 수요는 늘어날 것으로 전망됩니다. ","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평"
