profession,summary,similarJob,salery,jobdicSeq,equalemployment,totalCount,aptd_type_code,prospect,job_ctg_code,job_code,job,possibility
법률 및 사회활동 관련직,"- 검사는 범죄 사건을 수사하고, 범죄 여부를 판단하기 위해 범죄의 의심을 받는사람(피의자)에게 법원의 심판을 구하는 일을 담당한다.
- 형사 사건의 경우 사법 경찰관 등을 지휘하여 사건의 제반사항을 조사하고, 또 사건 관련 증거를 수집하고 이를 분석하고 사건에 적용할 규정이나 기타 법적 문제를 검토한 후 법원의 재판을 요구한다. 
- 사건의 범죄 여부를 판단하기 위해 범죄의 의심을 받는사람(피의자)의 심판을 법원에 요구하며, 사건에 적용할 법적 규정이나 기타 법적 문제를 검토한다. 
- 해당 사건에 관한 타당한 결정이나 방침, 규정 및 기타 법적문제를 검토한 후 공소를 제기하고 피고를 기소 또는 방면하기 위한 증거를 제시한다. 
- 법원에 정당한 법령의 적용을 청구한다. 
- 민사사건에 관하여, 금치산·한정치산 선고의 신청권, 부재자의 재산관리 관여권, 회사의 해산명령 청구권, 외국회사 지점의 폐쇄명령 청구권 등을 행사하기도 한다.
- 국가를 당사자 또는 참가인으로 하는 소송을 수행하거나 행정소송의 수행을 지휘 감독한다.",,4천만원 ↑,199,매우좋음,454,"104759,104759,104759",,103797,100013,검사,매우좋음
예술기획 관련직,"- 게임기획자는 PC 게임, 네트워크 게임 등 게임용 소프트웨어 제작과 관련된 모든 사항들을 총괄적으로 지휘하고 감독하는 일을 담당한다.  

- 게임 시장 조사 등을 통해 소비자들이 좋아하고 원하는 게임이 무엇인지를 파악하고, 새로운 게임 제작을 위한 아이디어를 구상하여 이에 대한 기획안을 작성한다.  

- 게임의 장르와 대상 연령층, 게임 난이도, 게임의 각종 캐릭터의 역할 및 특징, 기본적인 스토리 전개 등을 설정하고, 그래픽 디자이너, 프로그래머 등과 함께 본격적으로 게임 프로그램을 제작한다. 

- 게임소프트웨어에 대한 베타테스트를 하고 시연회에 참여하는 등 홍보 업무를 하기도 한다.

- 대사를 작성하는 등 세부적인 게임 시나리오를 작성하고, 기획의도를 이해하기 쉽게 그래픽디자이너나 프로그래머 등에게 전달한다. 

- 게임이 제작되어 상품화가 되었을 때 시장진입이나 판매고의 수익을 올릴 수 있을 지를 판단,결정한다. 

- 게임의 제작이 완료되면, 게임의 홍보와 마케팅 전략, 배급 등에 대한 계획을 수립하고 실행한다.","게임크리에이터,게임디자이너",4천만원 ↑,923,매우좋음,454,104755,,104067,100016,게임기획자,매우좋음
일반 서비스직,"- 경비원은 아파트, 주택, 사무실 등 각종 건물 및 시설물을 관리하며, 건물 내의 거주자들을 화재, 도난, 불법침입으로부터 보호하기 위해 출입자 통제, 내방객 안내 등의 업무를 담당한다. 

- 건물에서 방문자의 출입을 점검하고 입주자에게 필요한 정보를 제공한다. 

- 건물을 관리하며 간단한 수선 및 정비를 한다. 

- 도난, 화재 및 불법침입 등 기타 위험을 방지하기 위한 경계업무를 한다.

- 소음 등 공동생활에 문제를 일으킬 수 있는 건물 사용자의 행위를 규제한다.

- 소음 및 재산의 잘못사용과 같은 문제에 있어서 거주자 및 기타 건물 사용자의 행위를 규제한다. 

- 거주자 대신 배달물을 접수하거나 방문자에게 필요한 정보를 제공하는 등 부재중인 거주자를 위하여 소규모의 서비스를 제공한다.","야간경비원,수위,국립공원관리인",2천만원 ↓,358,매우좋음,454,104752,,103911,100014,경비원,보통미만
금융 및 경영 관련직,"- 경영컨설턴트는 기업경영에 관한 문제점을 분석하고 대책을 연구하며, 사업추진에 관한 상담과 자문을 제공한다.
- 기업의 인사, 조직, 노무, 사무관리에 진단과 지도를 돕는다.
- 효율적인 경영을 위해 재무관리와 회계의 진단과 지도를 돕는다.
- 물품의 생산, 유통관리, 판매관리 및 수출입 업무에 대한 상담, 자문, 조사, 분석을 한다.
- 기업 경영의 전반에 대한 상담, 자문, 조사, 문석, 평가, 확인, 대행 등을 수행한다.
- 기업으로부터 컨설팅 업무를 위탁받기 위해서는 관련 프로젝트를 수주받는 것이 일반적이며 프로젝트 제안서를 작성하고 발표한다.","경영지도사,기업분석가",4천만원 ↑,202,매우좋음,454,104741,,103743,100007,경영컨설턴트,매우좋음
인문 및 사회과학 관련직,"- 경제학연구원은 재화와 용역의 생산, 분배 및 교환으로부터 발생하는 여러 경제적ㆍ사회적 문제들을 해결하기 위해 경제학의 원리와 이론을 적용하여 합리적 해결방법을 연구한다. 
- 금융, 노동, 농업 등 전문분야의 경제적, 통계적 자료를 연구하며, 고용, 생산성, 임금과 시간 등 연구영역에 관련된 자료를 수집한다. 
- 경제관계 자료를 검토하고 분석하여 연구결과를 도표적인 표시로 나타낼 수 있도록 준비한다. 
- 자금의 공급방안, 국내 및 국제간의 화폐정책, 투자 및 자금전환을 규제하는 등의 경제정책을 수립하는데 도움을 주기 위한 연구를 수행한다.","가격경제학자,국제경제학자,노동경제학자,농업경제학자,산업경제학자,금융경제학자,경제학자",4천만원 ↑,203,매우좋음,454,"104742,104742",,103789,100001,경제학연구원,매우좋음
안전 관련직,"- 경찰관은 국민의 생명과 재산을 보호하는 역할을 한다.

- 범죄 수사를 통해 범인을 잡고, 안전한 사회를 만들기 위해 노력한다.

- 해킹, 인터넷사기, 사이버명예훼손 등 사이버 공간의 안전을 위협하는 사이버범죄를 수사한다.

- 교통단속과 교통사고 예방을 위한 계획을 세우는 등 교통의 안전과 원활한 소통을 위한 일을 한다.

- 외국인과 관련된 범죄 수사 활동 및 정보 활동, 국제형사경찰(인터폴) 업무를 담당한다.

- 중요 인사의 경호업무, 비상훈련 실시 등 작전에 관한 업무를 수행한다.

- 치안에 관련된 정보를 수집하고, 보안경찰은 간첩을 잡는 일을 한다.

- 정보화 관련 신기술 및 정보통신 보안 업무를 통해 치안 환경을 만든다.","형사,범죄과학수사관(CSI),사이버경찰관",3천만원 ↑,359,보통미만,454,104720,,103803,100013,경찰관,보통이상
안전 관련직,"- 경호원은 경호 대상자의 신변을 외부의 위협으로부터 보호한다. 
- 경호대상자의 신상명세와 고객의 경호내용을 확인하고 위험한 요인이 무엇인지 파악하여 적절한 경호방법을 선택하여 경호계획을 수립한다. 
- 필요 시 경찰의 도움을 받아 경호대상 및 목적, 투입인원, 경호지역 등을 알린다. 
- 예측할 수 없는 각종 위험으로부터 경호대상의 신변을 지킨다.
- 방문자의 출입을 점검하고, 불법침입 및 도난 등의 위험을 방지한다.
- 사전 정찰 및 안전조사를 실시하여 경호지역의 위해요소를 제거하고 안전을 확보한다.
- 경호대상자와 함께 이동하고, 신변에 위협을 줄 수 있는 모든 요소를 확인해가며 안전을 확보한다. 
- 박람회나 전시회, 콘서트 등의 행사장을 경호할 때는 행사장의 질서를 유지하고, 사람들의 출입을 통제하며, 특정인의 돌출 행동을 막는 업무를 주로 수행한다.
- 테러ㆍ도난 등에 대한 정보를 입수하고 사전에 정찰하여 각종 위험요소를 제거한다.","청원경찰,용역경비원,신변경호원(무술유단자),보디가드",3천만원 ↑,360,보통미만,454,104720,,103909,100013,경호원,매우좋음
,"- 계산원은 상점, 식당 등에서 제품 및 서비스의 가격을 계산하고 고객으로부터 금액을 직접 수령하는 일을 담당하며, 매표원은 극장, 공원, 유원지 등을 이용하는 고객들에게 표를 판매하는 일을 담당한다. 
- 계산원은 금전등록기나 바코드 스캐너를 사용하여 고객이 구매하거나 주문한 제품 및 서비스의 가격을 계산하고 금액을 수령한다. 
- 매일의 수납액과 판매액을 계산한다. 
- 매표원은 정원이나 예약 상황을 검토하여 매표수를 확인하고 시간이나 좌석번호 등을 표에 기록하여 단말기로 입력, 출력하여 고객에게 판매한다. 
- 일일매표내역을 정산하여 이용률을 계산하며 전화예매, 고객의 질문에 응하는 일을 수행한다.","캐셔,카운터,정산원",2천만원 ↑,1116,보통이상,454,,,103900,100008,계산원 및 매표원,보통미만
IT관련전문직,"- 고객관리시스템전문가는 고객과 관련된 기업의 내외부 자료를 분석통합하여, 고객의 특성에 기초한 기업의 마케팅 활동을 보조하기 위한 고객관계관리시스템을 연구하고 설계한다. 
- 고객과 관련된 기업의 내외부 자료 및 기업의 전략, 목표 등을 분석하여, 기업의 비즈니스와 연관시켜 효과적으로 고객을 관리할 수 있는 고객관계관리시스템을 연구설계한다. 
- 고객관계관리(CRM)와 관련된 최신 정보기술의 동향을 파악, 분석하여 차후의 정보기술 변화에 대비한다. 
- 기업의 사용자에게 고객관계관리시스템의 운영 및 관리에 대한 교육과 기술적 자문을 실시하기도 한다.",,4천만원 ↑,469,좋음,454,104740,,104080,100016,고객관리시스템(CRM)전문가,매우좋음
농생명산업 관련직,"- 곡식작물재배자는 벼, 보리, 쌀 등 곡식을 재배하기 위한 계획을 세우고, 각종 농작물 재배 방법이나 기계 등을 이용하여 벼, 보리, 쌀 등의 곡식을 생산·수확하는 일을 담당한다. 
- 입지조건을 고려하려 생산품목과 양을 결정하고 농기계확보, 노동력수급, 수확계획 등 영농계획을 세운다.
- 벼, 보리, 쌀 등의 곡식을 재배할 경작지와 종자, 비료, 농약 및 기계장비 등을 준비한다. 
- 농작물에 따라 토양조성 및 파종을 하며, 이앙, 지지대설치, 거름주기, 병충해방제, 수확, 탈곡등의 활동을 수행한다. 
- 영농교육 등의 교육활동에 참여하여 기술정보를 익히고 생산활동에 응용하기도 한다.
- 농기구를 사용하거나 경운기·트랙터를 운전하여 논을 갈고, 고른다. 씨를 준비하여 소독하고 발아시키기 위하여 물에 일정기간 담가둔다.
- 작물의 생육상태에 따라 물을 조정한다. 작물의 성장을 관찰하고 병충해 예방이 필요하면 약제를 살포하여 병충해를 구제한다.
- 수확된 벼를 일정 함수율까지 건조시켜 가마니 또는 규격용기에 넣어 포장하고 저장한다.","농업인,전답작물재배자,원예재배자,특용작물재배자,육묘 및 종묘재배자,임산기능인,양봉인,양잠인,분재재배종사원,조경시공관리자,정원사",2천만원 ↑,183,매우좋음,454,104757,,104122,100006,곡식작물재배자,보통미만
,"- 공구제조원은 공구제조에 대한 지식과 기술을 가지고 각종 금속공작기계 등을 사용하여 절삭 공구, 목공공구, 다듬질 공구 등을 제작하고 보수ㆍ정비하는 일을 담당한다. 
- 공구 설계도나 작업 지시서를 확인하고, 공구 제작 절차와 방법에 따라 선택한 금속재료를 준비한다. 
- 준비한 재료를 금속공작기계를 조작하여 절삭공구 등으로 가공한다.",,3천만원 ↑,1135,보통미만,454,,,103981,100004,공구제조원,매우좋음
기능직,"- 공업기계설치 및 정비원은 각종 제품 생산에 사용되는 기계를 설치하고, 기계의 고장사항을 확인하여 이를 수리한다. 
- 기계설계도면에 따라 기계설비의 설치위치를 정하고, 기계를 설치한 다음 시험가동을 하여 기계의 작동상태를 확인한다. 
- 장비나 기계의 작동불능 등 고장원인을 분석하고, 드라이버 등 각종 기공구 및 측정장비를 이용하여 고장부위를 수리한다. 
- 일정한 주기로 금속공작기계를 전체 또는 부분적으로 분해하여 소제한다. 
- 파손되거나 마모된 기계 부품은 새로운 부품으로 교체하고, 고장 수리가 잘 되었는지 확인한다.
- 선반, 밀링머신 등 금속공작기계를 설치, 검사, 정비 및 수리한다.
- 가동 중인 금속공작기계의 작동상태를 점검하고 필요한 조정을 한다.",기계정비원,3천만원 ↑,985,매우좋음,454,104722,,103985,100004,공업기계설치 및 정비원,매우좋음
미술 및 공예 관련직,"- 공예원은 목재, 석재, 점토, 금속, 종이 등 다양한 소재를 가지고 손이나 도구를 이용하여 각종 수공예품이나 전통공예품을 만든다. 
- 공예원은 사용하는 재료나 만드는 제품에 따라 목공예원, 석공예원, 도자기공예원, 칠공예원, 금속공예원 등으로 구분된다.  
- 목공예원은 나무를 이용하여 목기 제품, 실내 장식장, 일반가구 등을 제작하며, 석공예원은 석불, 석탑, 석등, 비석 등의 석물제품을 만든다. 도자기공예원은 각종 식기류, 타일, 액자 등을 만들며, 칠공예원은 옻나무의 수액을 이용하여 가구, 자기 등을 제작한다. 금속공예원은 금, 은, 동 ,철 등을 가지고 장신구, 장식품, 촛대 등의 각종 생활용품을 제작한다. 죽세공예원은 대나무 등을 가공하여 대바구니, 부채, 대자리, 참빗, 복조리 등을 제작한다.
- 종이, 나무, 짚, 갈대 등의 재료를 준비하고 그릇, 화병, 바구니 등 여러 가지 제품을 만들고 장식한다. 
- 나전칠기, 악기, 망건, 갓, 소반 등의 제품을 전통 방식으로 만든다.","수공예원,장제품공예원,돌실나이,도자기빚기원,한산모시짜기원,표구제조원",2천만원 ↑,929,매우좋음,454,"104734,104734",,104118,100012,공예원,매우좋음
기능직,"- 공작기계조작원은 기계요소부품이나 금속제품을 생산하기 위해 각종 공작 기계를 조작하여 금속 및 비금속 재료를 깎고 구멍을 뚫고 마무리 작업을 하는 일을 한다.
- 가공할 금속 공작물의 설계도면, 명세서 또는 작업 지시서를 검토하여 가공 공정 순서에 따라 절삭, 연삭, 펀칭, 용접, 마무리작업 등의 가공 계획을 세운다.
- 공작기계는 작동방법에 따라 범용수동공작기계, 수치제어공작기계(NC) 및 컴퓨터수치제어공작기계(CNC)로 나뉜다. 현재 산업계에서 가장 널리 사용되는 것은 컴퓨터를 이용한 CNC 기계 가공으로 수동으로 조작되는 범용수동공작기계 가공과는 달리 대부분의 직무가 전산화 및 자동화가 되어 있다. 
-공작기계조작원은 컴퓨터 프로그램의 설정 확인, 공작기계의 작동 확인 및 조정, 자동 검사 시스템의 확인 및 조정 등의 작업을 수행할 수 있는 직무능력을 보유하여야 한다.","공작기계운전원,날수정원,롤러연마원,소면기마침원,연마반장,연마원,강관조관기조작원,공구연삭기조작원,공작반장,기계가공반장,기계프레스조작원,기어연삭기조작원,기체연마원,나사연삭기조작원,도어록가공원,래핑기조작원,레이디얼드릴링기조작원,롤연마원,루터조작원,모방밀링조작원,밀링기조작원,반도체칩절단원,반도체후면연마원,브로칭기조작원,사상반장,석고주형원,선반원,센터리스연삭기조작원,셰이퍼조작원,수직선반조작원,수치제어드릴링기조작원,수치제어밀링기조작원,수치제어보링기조작원,수치제어선반조작원,수치제어프레스조작원,스크레이핑원,스트레치포밍기조작원,스파이럴강관조관원,슬로터조작원,액압프레스조작원,연마기조작원,연삭원,원통연마원,원통연삭기조작원,자동선반조작원,전용기계조작원,절곡기조작원,제관원,조형원<기계>,주물사제조원,줄날성형원,중자제조원,태핑기조작원,터릿선반조작원,트랜스퍼기계조작원,편심연마원,평면연삭기조작원,평삭기조작원,프레스반장,호닝기조작원,드릴링기조작원,머시닝센터조작원,방전가공기조작원,선반조작원,보링기조작원,와이어커팅기조작원",3천만원 ↑,48,보통미만,454,104722,,103998,100004,공작기계조작원,보통미만
농생명산업 관련직,"- 과수작물재배자는 사과, 배, 감귤 등의 과수작물을 재배하기 위한 계획을 세우고, 각종 과수작물 재배방법 등을 이용하여 과수작물을 생산하고 수확한다. 
- 재배하는 과수작물의 종류와 양을 결정한다. 
- 사과, 배, 감귤 등의 과수작물을 재배할 경작지와 종자, 비료, 농약 및 기계장비 등을 준비한다. 
- 병충해 방제를 위해 제초제나 살충제를 뿌리고, 병충해 피해를 막기 위해 봉지를 씌우기도 한다. 
- 과일이나 열매의 질을 높이기 위해 솎아주고, 적기를 판단하여 과실을 수확한다.
- 과실나무의 묘목을 심고 과일과 열매의 질을 높이기 위해 나무를 다듬거나 제초제나 살충제를 적절히 살포한다. 
- 수확 적기를 판단하여 과실을 수확하고 수확한 과일을 등급별로 분류하여 판매한다.",과수작물 재배원,3천만원 ↑,1155,매우좋음,454,104757,,104124,100006,과수작물재배자,보통미만
회계 관련직,"- 관세사는 물건을 수출하거나 수입할 때, 수출입절차를 대신 밟아주고 문제가 생겼을 때 대리하여 해결하며 관세법상의 행정 소송을 수행한다. 
- 수출입 물품에 대해 물품분류기호에 따라 분류하고 이에 대한 세율을 부과한다.
- 과세가격 확인 및 세액을 계산하고, 관세법에 의한 수출 통관 신고와 이와 관련되는 절차를 이행한다.
- 수출용 원재료에 대한 관세 등 환급에 대한 특례법대로 환급 청구의 대리 업무를 수행하며, 관세법에 의한 이의 신청·심사 청구 및 심판 청구를 대리한다.
- 관세에 대한 상담 또는 자문을 담당하기도 한다.
- 관세법 및 관세에 관한 법률에 따른 수출, 수입, 반출, 반입 또는 반송의 신고 등과 이와 관련되는 절차를 행한다.",통관대리인,4천만원 ↑,207,매우좋음,454,104743,,103749,100007,관세사,보통미만
,"- 광고 및 홍보전문가는 광고물을 제작하고 광고행사를 기획하거나, 상품 판매 전략 수립과 홍보물을 제작한다.
- 광고전문가는 광고할 상품이나 용역에 관해 조사, 분석하여 광고 기획서를 작성한다. 광고의 제작방향과 소요되는 예산을 수립, 조정하며 상품의 경쟁상황, 시장상황, 판매기간 등에 대한 자료와 광고매체에 대한 효과를 분석하여 광고를 제작한다. 
- 홍보전문가는 기업의 명성이나 이미지와 같이 눈에 보이지 않는 기업의 자산을 그 조직의 성격과 특성에 맞도록 전문적인 홍보를 담당하고, 홍보프로그램을 연구, 조언한다.
- 기업 혹은 상품 등의 광고 계약 체결부터 제작 완성까지 광고제작의 모든 과정을 지휘한다.
- 광고물을 제작하고 광고 행사를 기획하는 등 상품판매 전략을 수립한다. 
- 홍보물을 제작하거나 특정 조직이나 사람의 특성에 맞춰 전문적인 홍보를 담당한다.",영화전문홍보가,3천만원 ↑,232,매우좋음,454,,,103750,100007,광고 및 홍보전문가,매우좋음
예술기획 관련직,"- 광고기획자는 특정 상품이나 서비스에 대한 광고 제작 방향 및 전략 수립에서부터 실제 광고 제작까지의 전체적인 관리와 감독 업무를 담당한다. 
- 상품의 판매 자료나 시장조사자료, 제품정보 등을 입수하여 소비자의 성향을 분석하고 광고회사의 제작팀, 매체팀과의 회의를 통해 사회 환경 및 광고 환경의 변화를 고려한 광고 제작 방향을 정한다. 
- 광고제작 회의를 개최하여 광고주의 의견을 수렴하고 각종 아이디어를 수집하며 화면의 구성 및 광고제작 일정을 계획하기 위해 스텝진과 협의한다. 
- 광고 문안, 광고의 영상 및 그래픽 등을 모두 총괄정리해서 광고를 완성시키며, 광고가 완성되면 광고주와 시사회를 갖고 내용을 수정하거나 재촬영한다.",,3천만원 ↑,283,매우좋음,454,"104755,104755",,103750,100011,광고기획자,매우좋음
예술기획 관련직,"- 광고디자이너는 텔레비전, 잡지, 신문, 라디오, 포스터 등의 영상이나 인쇄매체의 광고 화면을 구성하고 필요한 그림과 이미지를 디자인한다. 
- 제품이나 서비스 등 광고할 대상의 특성 및 소비자의 유형, 시장동향 등 대상물에 영향을 줄 수 있는 요인을 분석한다. 
- 상품에 대한 광고 의뢰가 들어오면 의뢰인과의 협의 또는 회의를 거쳐 상품의 광고 방향을 설정한다.  
- 상품의 모형이나 기능, 시장 및 소비자의 특성을 파악하여 상품의 광고물을 디자인한다. 
- 디자인이 완성되면 자체 검토를 거친 다음, 수정하거나 보충할 사항이 있는지 등을 검토한다. 
- 광고물 제작 및 촬영 시 참여하여 의도한 방향으로 광고물이 제작되도록 협의하고 제안한다.","광고아티스트,아트플래너,지면디자이너,광고메시지 기획원,그래픽디자이너",2천만원 ↑,285,매우좋음,454,"104753,104753,104755,104755",,103855,100011,광고디자이너,매우좋음
,"- 광원 및 채석원은 석탄, 금속, 비금속 등 지하에 매장되어 있는 광물과 건설 석재를 채굴하고 운반하거나 채석된 석재를 가공하는 일을 한다. 
- 작업복과 방진 마스크, 안전등, 안전모 등의 안전장비를 착용한 다음 곡괭이, 삽, 착암기 등의 작업 장비를 준비하여 광물과 석재의 채굴작업을 한다. 
- 착암기, 오오거 드릴, 코울 픽 등의 굴착기계를 사용하여 굴착 작업을 한다. 
- 광차나 체인컨베이어 등의 장비를 이용하여 광 밖으로 채굴한 광물과 석재를 운반한다. 
- 채굴한 광물과 석재를 도로, 토목, 콘크리트 등의 공사에 필요한 재료로 가공하는 일을 수행한다.","굴진부,광산기계조작원,궤도공,기전공,화약취급원,선탄작업원,배관공",4천만원 ↑,49,보통미만,454,,,103977,100004,광원 및 채석원,좋음
